car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs)
2010 BMW 3 Series 320d,2010,Third Party insurance,Diesel,5.0,100000.0,Second Owner,Automatic,,13.2,1995.0,170.0,,10.0
2010 Maruti Swift VXI with ABS,2010,Third Party insurance,Petrol,5.0,120000.0,First Owner,Manual,,16.6,1197.0,85.0,,2.15
2013 Renault Duster 110PS Diesel RxZ,2013,Third Party insurance,Diesel,5.0,150000.0,First Owner,Manual,,19.01,1461.0,108.45,,5.0
2012 Chevrolet Tavera 2 LS B4 7 Str BSIII,2012,Third Party insurance,Diesel,7.0,150000.0,Second Owner,Manual,,14.8,2499.0,80.0,,2.4
2016 Tata Zest Quadrajet 1.3 XM,2016,Third Party insurance,Diesel,5.0,90000.0,Third Owner,Manual,,23.0,1248.0,88.7,,3.2
2012 Maruti Wagon R LXI BS IV,2012,Third Party insurance,Petrol,5.0,150000.0,Third Owner,Manual,,18.9,998.0,67.1,,2.0
2017 Maruti Wagon R LXI Optional,2017,Third Party insurance,Petrol,5.0,30000.0,First Owner,Manual,,20.51,998.0,67.04,,4.0
2010 Maruti Ritz VDi,2010,Third Party insurance,Diesel,5.0,100000.0,Second Owner,Manual,,21.1,1248.0,73.9,,1.25
2018 Hyundai i20 1.2 Asta,2018,Third Party insurance,Petrol,5.0,50000.0,First Owner,Manual,,18.6,1197.0,81.83,,5.0
2017 Tata Tiago 1.05 Revotorq XT,2017,Third Party insurance,Diesel,5.0,70000.0,First Owner,Manual,,27.28,1047.0,69.0,,3.8
2011 Chevrolet Beat Diesel,2011,Third Party insurance,Diesel,5.0,80000.0,First Owner,Manual,,25.44,936.0,57.6,,1.5
2017 Hyundai Grand i10 1.2 CRDi Magna,2017,Third Party insurance,Diesel,5.0,60000.0,First Owner,Manual,,24.0,1186.0,73.97,,5.1
2011 Mahindra Scorpio VLX SE BSIV,2011,Third Party insurance,Diesel,8.0,150000.0,Second Owner,Manual,,15.4,2179.0,12086.7,,3.0
2011 Mahindra Scorpio VLX SE BSIV,2011,Third Party insurance,Diesel,8.0,150000.0,Second Owner,Manual,,15.4,2179.0,12086.7,,3.0
2015 Maruti Wagon R VXI BS IV,2015,Third Party insurance,Petrol,5.0,50000.0,Third Owner,Manual,,20.51,998.0,67.04,,2.5
2015 Maruti Swift Dzire VDI,2015,Third Party insurance,Diesel,5.0,120000.0,Third Owner,Manual,,26.59,1248.0,74.0,,4.0
2012 Hyundai Verna 1.6 SX,2012,Third Party insurance,Diesel,5.0,90000.0,Second Owner,Manual,,22.32,1582.0,126.32,,3.7
2021 Audi e-tron 55 Sportback,Jul 2021,Third Party insurance,Electric,5.0,10500.0,First Owner,Automatic,,,0.0,300.0,,96.8
2018 Audi Q3 30 TFSI Premium FWD,Dec 2018,Comprehensive,Petrol,5.0,45000.0,Second Owner,Automatic,,16.9,1395.0,147.51,,24.8
2018 BMW 6 Series GT 630i Luxury Line 2018-2021,Jun 2018,Third Party insurance,Petrol,4.0,38000.0,First Owner,Automatic,,14.28,1998.0,254.7,,46.9
2015 Audi A6 35 TFSI Matrix,Mar 2016,Comprehensive,Petrol,5.0,49000.0,Second Owner,Automatic,,15.26,1798.0,187.74,,21.9
2017 Audi A4 35 TDI Premium Plus,Feb 2018,Zero Dep,Diesel,5.0,46000.0,Second Owner,Automatic,,18.25,1968.0,187.74,,22.9
2014 Audi Q3 35 TDI Quattro Premium Plus,Oct 2014,Comprehensive,Diesel,5.0,29000.0,First Owner,Automatic,,15.73,1968.0,174.33,,13.9
2016 Audi A4 30 TFSI Technology,Jun 2018,Comprehensive,Petrol,5.0,27000.0,First Owner,Automatic,,17.84,1395.0,147.51,,27.9
2014 Mercedes-Benz E-Class E250 CDI,Mar 2014,Comprehensive,Diesel,5.0,120000.0,Second Owner,Automatic,,13.0,2143.0,204.0,,11.9
2015 Audi Q7 35 TDI Quattro Technology,Mar 2016,Comprehensive,Diesel,7.0,70000.0,First Owner,Automatic,,12.07,2967.0,241.4,,36.9
2012 Mercedes-Benz C-Class C 200 CGI Elegance,Feb 2013,Comprehensive,Petrol,5.0,72100.0,First Owner,Automatic,,11.74,1796.0,186.0,,11.9
2022 Audi e-tron 55 Sportback,,Third Party insurance,Electric,5.0,9900.0,,Automatic,,,0.0,300.0,,1.04
2018 Audi A3 35 TFSI Premium Plus,Jun 2018,Comprehensive,Petrol,5.0,46300.0,First Owner,Automatic,,19.2,1395.0,150.0,,24.9
2020 Audi Q8 55 TFSI Quattro BSVI,,Third Party insurance,Petrol,5.0,18000.0,,Automatic,,9.8,2995.0,340.0,,89.0
2018 Audi Q3 35 TDI Quattro Premium Plus,Aug 2018,Comprehensive,Diesel,5.0,38000.0,Second Owner,Automatic,,15.17,1968.0,181.0,,20.9
2019 Audi A3 35 TFSI Premium Plus,Jun 2019,Comprehensive,Petrol,5.0,26300.0,First Owner,Automatic,,19.2,1395.0,150.0,,26.8
2021 Audi RS5 Sportback BSVI,Dec 2021,Third Party insurance,Petrol,4.0,5600.0,First Owner,Automatic,,8.8,2894.0,443.87,,94.9
2021 Audi RS5 Sportback BSVI,Dec 2021,Comprehensive,Petrol,4.0,7000.0,First Owner,Automatic,,8.8,2894.0,443.87,,94.9
2019 Audi Q5 40 TDI Premium Plus,Apr 2019,Third Party insurance,Diesel,5.0,48500.0,First Owner,Automatic,,17.01,1968.0,188.0,,37.8
2018 Audi A6 35 TDI,May 2018,Zero Dep,Diesel,5.0,38000.0,First Owner,Automatic,,18.53,1968.0,187.74,,29.8
2013 Audi A4 1.8 TFSI Premium Plus,Nov 2013,Comprehensive,Petrol,5.0,43800.0,First Owner,Automatic,,15.64,1798.0,167.62,,14.9
2022 Audi A6 45 TFSI Technology WO Matrix BSVI,Sept 2022,Zero Dep,Petrol,5.0,2300.0,First Owner,Automatic,,14.11,1984.0,241.3,,64.9
2021 Audi A6 45 TFSI Technology WO Matrix BSVI,Jan 2021,Zero Dep,Petrol,5.0,24800.0,First Owner,Automatic,,14.11,1984.0,241.3,,51.9
2020 Audi A6 45 TFSI Technology WO Matrix BSVI,Sept 2020,Zero Dep,Petrol,5.0,36700.0,First Owner,Automatic,,14.11,1984.0,241.3,,47.9
2015 Audi A6 35 TFSI,Jan 2015,Comprehensive,Petrol,5.0,79000.0,Second Owner,Automatic,,15.26,1798.0,187.74,,20.9
2017 Audi A3 35 TDI Premium Plus,Oct 2017,Zero Dep,Diesel,5.0,55400.0,First Owner,Automatic,,20.38,1968.0,143.0,,19.9
2019 Audi A3 35 TFSI Premium Plus,Sept 2019,Zero Dep,Petrol,5.0,23700.0,First Owner,Automatic,,19.2,1395.0,150.0,,27.8
2019 Audi A3 35 TFSI Premium Plus,Jul 2019,Zero Dep,Petrol,5.0,15600.0,First Owner,Automatic,,19.2,1395.0,150.0,,26.9
2020 Audi A4 35 QL TFSI Premium Plus,Mar 2020,Zero Dep,Petrol,5.0,29900.0,First Owner,Automatic,,17.84,1395.0,147.51,,32.9
2018 Audi A3 35 TDI Technology,Jan 2018,Zero Dep,Diesel,5.0,43500.0,First Owner,Automatic,,20.38,1968.0,143.0,,22.9
2019 Audi A3 35 TFSI Technology,Jul 2019,Zero Dep,Petrol,5.0,44000.0,First Owner,Automatic,,19.2,1395.0,150.0,,26.9
2015 Audi A6 35 TDI,Nov 2015,Comprehensive,Diesel,5.0,85000.0,First Owner,Automatic,,18.53,1968.0,187.74,,18.9
2017 Hyundai i20 1.4 Sportz,2017,Third Party insurance,Diesel,5.0,100000.0,First Owner,Manual,,22.54,1396.0,88.73,,5.5
2020 Maruti Swift AMT ZXI Plus,2020,Third Party insurance,Petrol,5.0,30000.0,First Owner,Automatic,,21.21,1197.0,81.8,,7.85
2015 Maruti Swift Dzire VXI,May 2015,Comprehensive,Petrol,5.0,76469.0,First Owner,Manual,,22.41,1197.0,88.5,,4.08
2014 Honda Amaze SX i-VTEC,Dec 2014,Third Party,Petrol,5.0,118976.0,First Owner,Manual,,18.0,1198.0,86.7,,3.3
2018 Mahindra XUV500 W9,May 2018,Comprehensive,Diesel,7.0,57689.0,Second Owner,Manual,,15.1,2179.0,152.87,,9.52
2019 Maruti Alto K10 VXI,Feb 2019,Third Party,Petrol,5.0,27817.0,Second Owner,Manual,,24.39,998.0,65.71,,3.57
2016 Maruti Celerio ZXI AT,May 2016,Third Party,Petrol,5.0,62001.0,Third Owner,Automatic,,23.1,998.0,67.04,,3.66
2018 Maruti Vitara Brezza VDi Option,Apr 2018,Third Party,Diesel,5.0,73081.0,First Owner,Manual,,24.3,1248.0,88.5,,6.28
2021 Nissan Magnite Turbo XL BSVI,May 2021,Zero Dep,Petrol,5.0,26387.0,First Owner,Manual,,20.0,999.0,98.63,,7.13
2013 Chevrolet Beat Diesel LT,2013,Third Party insurance,Diesel,5.0,80000.0,Second Owner,Manual,,25.44,936.0,57.6,,1.55
2008 Maruti Swift Dzire VXi,2008,Third Party insurance,Petrol,5.0,70000.0,First Owner,Manual,,17.5,1298.0,85.8,,1.9
2011 Chevrolet Beat LT,2011,Third Party insurance,Petrol,5.0,50000.0,Second Owner,Manual,,18.6,1199.0,79.4,,60000.0
2016 Maruti Ertiga SHVS VDI,2016,Third Party insurance,Diesel,7.0,100000.0,Second Owner,Manual,,24.52,1248.0,88.5,,6.4
2012 Hyundai i10 Magna,2012,Third Party insurance,Petrol,5.0,70000.0,Second Owner,Manual,,20.36,1197.0,78.9,,2.5
2015 Maruti Swift Dzire VXI,2015,Third Party insurance,Petrol,5.0,120000.0,Third Owner,Manual,,20.85,1197.0,83.14,,3.9
2015 Hyundai i20 Sportz 1.4 CRDi,2015,Third Party insurance,Diesel,5.0,90000.0,Second Owner,Manual,,22.54,1396.0,88.73,,5.5
2022 Tata Tigor XZ Plus CNG BSVI,Mar 2022,Zero Dep,CNG,5.0,49551.0,First Owner,Manual,,26.49,1199.0,72.4,,7.28
2016 Maruti Baleno 1.2 Sigma,Jun 2016,Third Party,Petrol,5.0,91117.0,First Owner,Manual,,21.4,1197.0,83.1,,4.32
2020 Mercedes-Benz GLE 450 BSVI,Jul 2020,Third Party insurance,Petrol,5.0,50852.0,First Owner,Automatic,,,2999.0,362.07,,91.75
2017 Maruti Baleno 1.2 Delta,Jun 2017,Third Party,Petrol,5.0,69056.0,First Owner,Manual,,21.4,1197.0,83.1,,5.06
2019 Maruti Baleno Delta,Jun 2019,Third Party,Petrol,5.0,37503.0,First Owner,Manual,,21.01,1197.0,81.8,,6.34
2016 Maruti Wagon R VXI BS IV,Jul 2016,Comprehensive,Petrol,5.0,47202.0,First Owner,Manual,,20.51,998.0,67.04,,3.36
2017 Honda WR-V i-VTEC S,Jun 2017,Third Party,Petrol,5.0,37746.0,First Owner,Manual,,17.5,1199.0,88.7,,5.42
2018 Ford Ecosport 1.5 Diesel Trend Plus BSIV,Jun 2018,Third Party,Diesel,5.0,57535.0,Second Owner,Manual,,23.0,1498.0,98.96,,6.54
2018 Hyundai i20 1.2 Spotz,Jun 2018,Third Party,Petrol,5.0,47909.0,First Owner,Manual,,18.6,1197.0,81.83,,5.56
2014 Maruti Alto 800 CNG LXI,2014,Third Party insurance,CNG,5.0,50000.0,First Owner,Manual,,30.46,796.0,47.3,,2.0
2022 Renault Kiger RXT AMT,2022,Third Party insurance,Petrol,5.0,10000.0,First Owner,Automatic,,19.03,999.0,71.01,,5.85
2014 Maruti Swift Dzire VDI,2014,Third Party insurance,Diesel,5.0,90000.0,Second Owner,Manual,,23.4,1248.0,74.0,,3.8
2016 Ford Ecosport 1.5 TDCi Trend BSIV,2016,Third Party insurance,Diesel,5.0,70000.0,First Owner,Manual,,22.77,1498.0,98.59,,6.0
2015 Mercedes-Benz CLA 200 CDI Sport,2015,Third Party insurance,Diesel,5.0,120000.0,First Owner,Automatic,,17.9,2143.0,136.0,,16.0
2020 Maruti Wagon R VXI,2020,Third Party insurance,Petrol,5.0,50000.0,First Owner,Manual,,21.79,998.0,67.05,,4.8
2015 Maruti Swift VDI BSIV,Jun 2015,Zero Dep,Diesel,5.0,69981.0,First Owner,Manual,,25.2,1248.0,74.0,,3.5
2018 Maruti Baleno 1.2 Delta,Sept 2018,Zero Dep,Petrol,5.0,18185.0,First Owner,Manual,,21.4,1197.0,83.1,,5.41
2018 Maruti Swift Dzire ZXI 1.2,Nov 2018,Comprehensive,Petrol,5.0,97254.0,Second Owner,Manual,,21.21,1197.0,81.8,,6.41
2019 Maruti Wagon R VXI,Aug 2019,Third Party insurance,Petrol,5.0,19910.0,First Owner,Manual,,21.79,998.0,67.05,,5.08
2021 Honda Amaze S Diesel,Jun 2021,Third Party,Diesel,5.0,40680.0,First Owner,Manual,,24.7,1498.0,97.89,,7.75
2020 Mercedes-Benz GLC 220d 4MATIC,Jul 2020,Third Party insurance,Diesel,5.0,21542.0,First Owner,Automatic,,,1950.0,194.0,,55.75
2018 Hyundai EON Era Plus,Jun 2018,Third Party,Petrol,5.0,66198.0,First Owner,Manual,,21.1,814.0,55.2,,2.92
2018 Maruti Celerio X AMT VXI Option BSIV,Jun 2018,Third Party,Petrol,5.0,97829.0,First Owner,Automatic,,21.63,998.0,67.0,,4.8
2015 Honda Amaze VX i-DTEC,2015,Third Party insurance,Diesel,5.0,80000.0,Second Owner,Manual,,25.8,1498.0,98.6,,4.85
2006 Honda City VTEC,2006,Third Party insurance,Petrol,5.0,100000.0,Second Owner,Manual,,16.9,1497.0,100.0,,1.1
2020 Hyundai i20 Sportz Plus,2020,Third Party insurance,Petrol,5.0,50000.0,First Owner,Manual,,18.6,1197.0,81.86,,6.5
2017 Honda City i DTec V,2017,Third Party insurance,Diesel,5.0,90000.0,Second Owner,Manual,,26.0,1498.0,98.6,,6.75
2022 Mahindra XUV700 AX5 7 Str Diesel BSVI,2022,Third Party insurance,Diesel,7.0,10000.0,First Owner,Manual,,,2198.0,182.38,,18.0
2010 Honda Civic 1.8 S MT,2010,Third Party insurance,Petrol,5.0,100000.0,Third Owner,Manual,,14.8,1799.0,130.2,,2.55
2018 Honda Amaze V Petrol BSIV,Jun 2018,Zero Dep,Petrol,5.0,39240.0,First Owner,Manual,,19.5,1199.0,88.76,,6.53
2021 Maruti Vitara Brezza LXI,May 2021,Zero Dep,Petrol,5.0,4055.0,First Owner,Manual,,17.03,1462.0,103.26,,7.85
2018 Maruti Alto 800 LXI,Aug 2018,Comprehensive,Petrol,5.0,62433.0,First Owner,Manual,,24.7,796.0,47.3,,2.91
2016 Maruti Swift VDI BSIV,Jan 2017,Third Party,Diesel,5.0,46929.0,First Owner,Manual,,25.2,1248.0,74.0,,4.28
2017 Hyundai Creta 1.6 VTVT SX Plus,Oct 2017,Third Party insurance,Petrol,5.0,47000.0,First Owner,Manual,,13.0,1591.0,121.3,,9.94
2014 Hyundai EON Era Plus,Aug 2014,Third Party,Petrol,5.0,52703.0,First Owner,Manual,,21.1,814.0,55.2,,2.24
2020 Mercedes-Benz GLS 450 4MATIC BSVI,Jul 2020,Third Party insurance,Petrol,7.0,55123.0,First Owner,Automatic,,,2999.0,362.07550061,,1.2
2013 Maruti Swift VDI,Jul 2013,Third Party,Diesel,5.0,117206.0,First Owner,Manual,,22.9,1248.0,74.0,,3.12
2017 Skoda Rapid 1.5 TDI AT Style BSIV,Jul 2017,Third Party insurance,Diesel,5.0,30296.0,First Owner,Automatic,,21.72,1498.0,108.6,,8.14
2017 Hyundai EON Era Plus Option,Jan 2018,Third Party insurance,Petrol,5.0,15614.0,First Owner,Manual,,21.1,814.0,55.2,,2.97
2017 Maruti Alto 800 CNG LXI,2017,Third Party insurance,CNG,5.0,100000.0,First Owner,Manual,,33.44,796.0,40.3,,2.7
2020 Hyundai Creta 1.6 EX Diesel,2020,Third Party insurance,Diesel,5.0,40000.0,First Owner,Manual,,20.5,1582.0,126.2,,11.3
2013 Tata Nano LX,2013,Third Party insurance,Petrol,4.0,60000.0,Second Owner,Manual,,25.4,624.0,37.48,,70000.0
2012 Skoda Rapid 1.6 TDI Active,2012,Third Party insurance,Diesel,5.0,110000.0,Second Owner,Manual,,20.5,1598.0,103.5,,2.5
2006 Chevrolet Tavera B2-7 seats BSII,2006,Third Party insurance,Diesel,7.0,120000.0,Second Owner,Manual,,14.8,2499.0,80.0,,1.25
2018 Maruti Alto K10 LXI,2018,Third Party insurance,Petrol,5.0,50000.0,Second Owner,Manual,,23.95,998.0,67.05,,2.8
2013 Maruti Swift VDI,Dec 2013,Third Party,Diesel,5.0,74208.0,First Owner,Manual,,22.9,1248.0,74.0,,3.15
2018 Mahindra XUV500 W11 Option AT AWD,Jun 2018,Third Party,Diesel,7.0,85663.0,First Owner,Automatic,,15.1,2179.0,155.0,,12.73
2017 Maruti Ignis 1.2 AMT Zeta BSIV,Jul 2017,Comprehensive,Petrol,5.0,29406.0,First Owner,Automatic,,20.89,1197.0,81.8,,5.08
2016 Maruti Celerio ZXI AMT,Sept 2016,Third Party,Petrol,5.0,72029.0,Second Owner,Automatic,,26.0,998.0,65.71,,3.82
2017 Maruti Vitara Brezza ZDi,Mar 2017,Zero Dep,Diesel,5.0,89341.0,First Owner,Manual,,24.3,1248.0,88.5,,7.08
2020 Hyundai Aura SX Plus AMT,Feb 2020,Zero Dep,Petrol,5.0,25799.0,First Owner,Automatic,,20.1,1197.0,81.86,,7.82
2018 Hyundai i20 Active 1.2 SX,Oct 2018,Third Party,Petrol,5.0,47641.0,Third Owner,Manual,,17.19,1197.0,81.86,,5.95
2019 Maruti Swift VXI,Feb 2020,Third Party insurance,Petrol,5.0,40584.0,First Owner,Manual,,22.38,1197.0,88.5,,5.2
2017 Maruti Alto K10 VXI,Feb 2018,Third Party insurance,Petrol,5.0,39259.0,First Owner,Manual,,24.39,998.0,65.71,,3.07
2012 Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2012,Third Party insurance,Diesel,8.0,120000.0,Fourth & Above Owner,Manual,,12.99,2494.0,100.0,,4.23
2012 Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2012,Third Party insurance,Diesel,8.0,120000.0,Fourth & Above Owner,Manual,,12.99,2494.0,100.0,,4.55
2018 Hyundai Creta 1.6 SX Diesel,2018,Third Party insurance,Diesel,5.0,100000.0,First Owner,Manual,,20.5,1582.0,126.2,,10.5
2022 Mercedes-Benz AMG A 35 4MATIC BSVI,Jul 2022,Third Party insurance,Petrol,5.0,20000.0,First Owner,Automatic,,,1991.0,301.73,,53.75
2022 MG Astor Sharp EX BSVI,2022,Third Party insurance,Petrol,5.0,30000.0,First Owner,Manual,,15.43,1498.0,108.49,,14.0
2017 Hyundai Verna 1.4 CRDi,2017,Third Party insurance,Diesel,5.0,80000.0,Second Owner,Manual,,24.8,1396.0,88.7,,5.9
2013 Maruti Swift Dzire ZDI,2013,Third Party insurance,Diesel,5.0,80000.0,Second Owner,Manual,,23.4,1248.0,74.0,,3.8
2014 Maruti Swift Dzire VDI,Mar 2014,Comprehensive,Diesel,5.0,97697.0,First Owner,Manual,,23.4,1248.0,74.0,,3.89
2014 Maruti Swift Dzire LXI,May 2014,Comprehensive,Petrol,5.0,60708.0,First Owner,Manual,,22.41,1197.0,88.5,,3.55
2019 Maruti Ignis 1.2 Alpha BSIV,Sept 2019,Third Party insurance,Petrol,5.0,72225.0,First Owner,Manual,,20.89,1197.0,81.8,,5.04
2016 Renault Duster 110PS Diesel RxZ,Jan 2018,Third Party insurance,Diesel,5.0,94226.0,Second Owner,Manual,,19.6,1461.0,108.45,,5.32
2021 Maruti Baleno Zeta,Aug 2021,Third Party,Petrol,5.0,22808.0,First Owner,Manual,,21.01,1197.0,81.8,,7.05
2020 Maruti S-Presso VXI 2019-2022,Aug 2020,Third Party insurance,Petrol,5.0,76980.0,First Owner,Manual,,21.7,998.0,65.71,,3.41
2012 Fiat Punto 1.2 Active,2012,Third Party insurance,Petrol,5.0,50000.0,First Owner,Manual,,15.7,1172.0,67.0,,1.4
2014 Mahindra XUV500 W4,2014,Third Party insurance,Diesel,7.0,100000.0,Third Owner,Manual,,15.1,2179.0,140.0,,4.9
2016 Mahindra TUV 300 T4,2016,Third Party insurance,Diesel,7.0,100000.0,First Owner,Manual,,18.49,1493.0,100.0,,5.25
2022 Hyundai Creta E BSVI,2022,Third Party insurance,Petrol,5.0,20000.0,First Owner,Manual,,,1497.0,113.18,,11.0
2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5.0,100000.0,First Owner,Automatic,,20.68,1995.0,188.0,,19.0
2019 Maruti Swift ZXI Plus,Mar 2019,Third Party insurance,Petrol,5.0,65698.0,First Owner,Manual,,22.38,1197.0,88.5,,5.73
2014 Nissan Terrano XL,Mar 2014,Third Party insurance,Petrol,5.0,82101.0,Second Owner,Manual,,13.24,1598.0,102.5,,3.57
2015 Toyota Etios Liva GD,Jan 2016,Third Party insurance,Diesel,5.0,59819.0,Second Owner,Manual,,23.59,1364.0,67.04,,4.56
2016 Maruti Alto K10 VXI,Feb 2016,Zero Dep,Petrol,5.0,115250.0,First Owner,Manual,,24.39,998.0,65.71,,2.37
2015 Hyundai Creta 1.6 VTVT SX Plus,Oct 2015,Comprehensive,Petrol,5.0,29033.0,First Owner,Manual,,13.0,1591.0,121.3,,7.66
2015 Hyundai i20 Active 1.2 S,May 2015,Third Party insurance,Petrol,5.0,57294.0,Second Owner,Manual,,17.19,1197.0,81.86,,4.79
2018 Maruti Alto 800 VXI,May 2018,Third Party insurance,Petrol,5.0,32464.0,First Owner,Manual,,22.05,796.0,47.33,,2.7
2018 Tata Nexon 1.2 Revotron XMA,Nov 2018,Third Party insurance,Petrol,5.0,12762.0,First Owner,Automatic,,17.0,1198.0,108.5,,6.91
2017 Mahindra KUV 100 NXT D75 K6 Plus,Jun 2017,Third Party,Diesel,6.0,51719.0,First Owner,Manual,,25.32,1198.0,77.0,,4.73
2011 Maruti Zen Estilo VXI BSIV,2011,Third Party insurance,Petrol,5.0,110000.0,First Owner,Manual,,19.0,998.0,67.1,,1.15
2017 Tata Safari Storme EX,2017,Third Party insurance,Diesel,7.0,70000.0,Second Owner,Manual,,14.1,2179.0,147.94,,7.0
2018 Maruti Swift AMT ZDI,2018,Third Party insurance,Diesel,5.0,60000.0,First Owner,Automatic,,28.4,1248.0,74.0,,7.0
2022 Skoda Slavia 1.0 TSI Style BSVI,2022,Third Party insurance,Petrol,5.0,10000.0,First Owner,Manual,,19.47,999.0,113.98,,14.73
2014 Maruti Swift VDI BSIV,2014,Third Party insurance,Diesel,5.0,80000.0,Third Owner,Manual,,25.2,1248.0,74.0,,4.0
2016 Tata Safari Storme VX Varicor 400,2016,Third Party insurance,Diesel,7.0,80000.0,Second Owner,Manual,,14.1,2179.0,153.86,,7.51
2018 Hyundai i20 1.4 Asta Option,Apr 2018,Zero Dep,Diesel,5.0,66141.0,Second Owner,Manual,,22.54,1396.0,88.73,,5.7
2018 Tata Tiago 1.2 Revotron XZA,Dec 2018,Third Party insurance,Petrol,5.0,8769.0,Second Owner,Automatic,,23.84,1199.0,83.83,,4.39
2018 Maruti Vitara Brezza VDi Option,Apr 2018,Comprehensive,Diesel,5.0,30806.0,First Owner,Manual,,24.3,1248.0,88.5,,7.39
2019 Maruti Alto 800 LXI,Apr 2019,Third Party,Petrol,5.0,33245.0,First Owner,Manual,,22.05,796.0,47.33,,3.32
2018 Hyundai Xcent 1.2 VTVT SX Option,Jun 2018,Third Party,Petrol,5.0,42665.0,First Owner,Manual,,20.14,1197.0,81.86,,5.93
2018 Honda Amaze S i-DTEC,Aug 2018,Zero Dep,Diesel,5.0,114431.0,First Owner,Manual,,25.8,1498.0,98.6,,5.35
2019 Maruti Baleno 1.2 Delta,Mar 2019,Third Party insurance,Petrol,5.0,38658.0,First Owner,Manual,,21.4,1197.0,83.1,,5.46
2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,May 2019,Third Party insurance,Petrol,5.0,23724.0,First Owner,Manual,,18.9,1197.0,81.86,,5.04
2021 Renault KWID RXL,2021,Third Party insurance,Petrol,5.0,60000.0,Third Owner,Manual,,22.25,799.0,53.26,,3.0
2022 Maruti Wagon R VXI CNG BSVI,2022,Third Party insurance,CNG,5.0,70000.0,First Owner,Manual,,34.05,998.0,55.92,,6.5
2012 Hyundai Verna 1.6 SX VTVT,2012,Third Party insurance,Petrol,5.0,110000.0,Second Owner,Manual,,17.01,1591.0,121.3,,3.0
2017 Tata Nexon 1.2 Revotron XM,2017,Third Party insurance,Petrol,5.0,20000.0,First Owner,Manual,,17.0,1198.0,108.5,,5.45
2022 Hyundai Verna SX Diesel,2022,Third Party insurance,Diesel,5.0,40000.0,First Owner,Manual,,25.0,1493.0,113.45,,12.0
2016 Tata Safari Storme VX Varicor 400,2016,Third Party insurance,Diesel,7.0,80000.0,Second Owner,Manual,,14.1,2179.0,153.86,,7.51
2017 Renault KWID 1.0 RXT Optional AT 2016-2019,Jul 2017,Comprehensive,Petrol,5.0,34061.0,First Owner,Automatic,,23.01,999.0,67.0,,3.15
2018 Hyundai Grand i10 1.2 Kappa Asta,Apr 2018,Third Party,Petrol,5.0,51140.0,Second Owner,Manual,,18.9,1197.0,81.86,,4.7
2014 Hyundai i10 Magna 1.1L,Dec 2014,Third Party,Petrol,5.0,55076.0,First Owner,Manual,,19.81,1086.0,68.05,,2.49
2015 Hyundai Grand i10 CRDi Sportz,Oct 2015,Third Party insurance,Diesel,5.0,113593.0,Second Owner,Manual,,24.0,1120.0,70.0,,3.15
2016 Maruti Baleno 1.2 Delta,Jul 2016,Zero Dep,Petrol,5.0,54091.0,First Owner,Manual,,21.4,1197.0,83.1,,4.69
2012 Honda City 1.5 V AT Sunroof,Dec 2012,Third Party insurance,Petrol,5.0,56446.0,Second Owner,Automatic,,16.8,1497.0,116.3,,4.94
2018 Hyundai Santro Sportz CNG BSIV,Dec 2018,Comprehensive,CNG,5.0,41609.0,First Owner,Manual,,30.48,1086.0,58.0,,4.76
2021 Maruti Baleno Delta,Nov 2021,Third Party insurance,Petrol,5.0,5806.0,First Owner,Manual,,21.01,1197.0,81.8,,6.3
2019 Honda Amaze S Petrol BSIV,Apr 2019,Comprehensive,Petrol,5.0,53873.0,First Owner,Manual,,19.5,1199.0,88.76,,5.45
2013 Ford Ecosport 1.5 DV5 MT Titanium,2013,Third Party insurance,Diesel,5.0,90000.0,First Owner,Manual,,22.7,1498.0,89.84,,3.0
2020 Toyota Fortuner 2.8 2WD AT,2020,Third Party insurance,Diesel,7.0,60000.0,First Owner,Automatic,,12.9,2755.0,174.5,,31.5
2012 Hyundai Verna 1.6 SX VTVT,2012,Third Party insurance,Petrol,5.0,60000.0,First Owner,Manual,,17.01,1591.0,121.3,,4.15
2021 Honda City V MT,2021,Third Party insurance,Petrol,5.0,60000.0,First Owner,Manual,,18.6,1498.0,119.35,,8.9
2013 Maruti Ritz ZDi,2013,Third Party insurance,Diesel,5.0,100000.0,Third Owner,Manual,,23.2,1248.0,73.94,,2.4
2015 Nissan Terrano XV 110 PS,2015,Third Party insurance,Diesel,5.0,100000.0,First Owner,Manual,,19.01,1461.0,108.5,,4.6
2018 Maruti Baleno 1.2 Alpha,2018,Third Party insurance,Petrol,5.0,50000.0,Second Owner,Manual,,21.4,1197.0,83.1,,5.0
2019 Maruti Wagon R LXI CNG Optional,2019,Third Party insurance,CNG,5.0,80000.0,First Owner,Manual,,26.6,998.0,58.16,,4.5
2019 Maruti Baleno 1.2 Alpha,Aug 2019,Third Party insurance,Petrol,5.0,15415.0,First Owner,Manual,,21.4,1197.0,83.1,,6.33
2018 Maruti Swift Dzire AMT VDI,Mar 2018,Comprehensive,Diesel,5.0,55145.0,First Owner,Automatic,,28.4,1248.0,74.02,,6.04
